"Date","Time","At","Opponent","Location","Result","Combined Score","Team Score","Opponent Score","Tournament","Year","Conference","OpponentID","LocationID","ConferenceID"
"Jan 29 (Fri)","3:00 PM","Home","Oklahoma","ACC-Disney Blast Orlando","L","9-10","9","10","",1999,"",10002,30001,NA
"Jan 30 (Sat)","7:00 PM","Home","Jacksonville","ACC-Disney Blast Orlando","L","2-12","2","12","",1999,"",10003,30001,NA
"Feb 13 (Sat)","12:00 PM","Away","Elon","Elon College, N.C.","W","14-3","14","3","",1999,"",10004,30002,NA
"Feb 13 (Sat)","3:00 PM","Away","Elon","Elon College, N.C.","W","8-3","8","3","",1999,"",10004,30002,NA
"Feb 14 (Sun)","1:00 PM","Away","Elon","Elon College, N.C.","W","3-2","3","2","",1999,"",10004,30002,NA
"Feb 21 (Sun)","1:00 PM","Away","Nc Greensboro","UNC-Greensboro","L","4-7","4","7","",1999,"",10005,30003,NA
"Mar 2 (Tue)","2:30 PM","Away","James Madison","James Madison","T","3-3","3","3","",1999,"",10006,30004,NA
"Mar 12 (Fri)","4:00 PM","Away","Va Commonwealth","VCU","L","3-4","3","4","",1999,"",10007,30005,NA
"Mar 17 (Wed)","3:00 PM","Home","Howard","Maryland","W","15-7","15","7","",1999,"",10008,30006,NA
"Mar 19 (Fri)","3:00 PM","Home","Clemson","Maryland","L","6-8","6","8","",1999,"",10009,30006,NA
"Mar 20 (Sat)","2:00 PM","Home","Clemson","Maryland","L","2-9","2","9","",1999,"",10009,30006,NA
"Mar 23 (Tue)","3:00 PM","Away","Nc Asheville","UNC-Asheville","L","5-6","5","6","",1999,"",10010,30007,NA
"Mar 24 (Wed)","3:00 PM","Away","Nc Asheville","UNC-Asheville","W","14-7","14","7","",1999,"",10010,30007,NA
"Mar 26 (Fri)","7:00 PM","Away","Georgia Tech","Georgia Tech","L","3-11","3","11","",1999,"",10011,30008,NA
"Mar 27 (Sat)","7:00 PM","Away","Georgia Tech","Georgia Tech","L","1-5","1","5","",1999,"",10011,30008,NA
"Mar 31 (Wed)","3:00 PM","Home","Coppin State","Maryland","W","28-2","28","2","",1999,"",10012,30006,NA
"Apr 2 (Fri)","3:00 PM","Away","Duke","Duke","W","12-5","12","5","",1999,"",10013,30009,NA
"Apr 3 (Sat)","2:00 PM","Away","Duke","Duke","W","21-13","21","13","",1999,"",10013,30009,NA
"Apr 4 (Sun)","1:00 PM","Away","Duke","Duke","W","15-12","15","12","",1999,"",10013,30009,NA
"Apr 6 (Tue)","3:00 PM","Home","Howard","Maryland","W","10-5","10","5","",1999,"",10008,30006,NA
"Apr 6 (Tue)","6:00 PM","Home","Howard","Howard","W","14-2","14","2","",1999,"",10008,30010,NA
"Apr 9 (Fri)","3:00 PM","Home","North Carolina","Maryland","W","2-1","2","1","",1999,"",10014,30006,NA
"Apr 11 (Sun)","12:00 PM","Home","North Carolina","Maryland","L","2-4","2","4","",1999,"",10014,30006,NA
"Apr 11 (Sun)","1:00 PM","Home","North Carolina","Maryland","L","5-17","5","17","",1999,"",10014,30006,NA
"Apr 13 (Tue)","3:00 PM","Home","Richmond","Richmond, VA","L","7-10","7","10","",1999,"",10015,30011,NA
"Apr 16 (Fri)","7:00 PM","Away","No Carolina St","NC State","L","10-11","10","11","",1999,"",10016,30012,NA
"Apr 17 (Sat)","7:00 PM","Away","No Carolina St","NC State","L","5-7","5","7","",1999,"",10016,30012,NA
"Apr 20 (Tue)","7:00 PM","Home","George Washington","Maryland","W","11-8","11","8","",1999,"",10017,30006,NA
"Apr 21 (Wed)","5:00 PM","Home","MARYLAND EASTERN SHORE","Maryland","W","9-3","9","3","",1999,"",10018,30006,NA
"Apr 21 (Wed)","8:00 PM","Home","MARYLAND EASTERN SHORE","Maryland","W","9-4","9","4","",1999,"",10018,30006,NA
"Apr 24 (Sat)","2:00 PM","Away","Virginia","Virginia","L","3-15","3","15","",1999,"",10019,30013,NA
"Apr 25 (Sun)","1:00 PM","Away","Virginia","Virginia","W","5-1","5","1","",1999,"",10019,30013,NA
"Apr 27 (Tue)","7:00 PM","Home","Towson","Maryland","L","4-5","4","5","",1999,"",10020,30006,NA
"Apr 28 (Wed)","7:00 PM","Home","UMBC","Maryland","L","3-12","3","12","",1999,"",10021,30006,NA
"Apr 29 (Thu)","2:00 PM","Away","Coppin State","Maryland","W","10-3","10","3","",1999,"",10012,30006,NA
"May 4 (Tue)","3:00 PM","Away","Richmond","Richmond, VA","L","5-12","5","12","",1999,"",10015,30011,NA
"May 5 (Wed)","3:00 PM","Away","Richmond","Richmond","W","4-3","4","3","",1999,"",10015,30014,NA
"May 7 (Fri)","7:00 PM","Home","Florida State","Maryland","L","3-9","3","9","",1999,"Big Ten",10022,30006,20001
"May 8 (Sat)","7:00 PM","Home","Florida State","Maryland","L","13-4","13","4","",1999,"Big Ten",10022,30006,20001
"May 9 (Sun)","1:00 PM","Home","Florida State","Maryland","L","2-26","2","26","",1999,"Big Ten",10022,30006,20001
"May 11 (Tue)","1:00 PM","Away","Towson","College Park, MD","L","10-13","10","13","",1999,"",10020,30015,NA
"May 12 (Wed)","7:00 PM","Home","James Madison","Maryland","L","5-10","5","10","",1999,"",10006,30006,NA
"May 14 (Fri)","7:00 PM","Home","Wake Forest","Maryland","L","7-16","7","16","",1999,"",10023,30006,NA
"May 15 (Sat)","7:00 PM","Home","Wake Forest","Maryland","L","4-9","4","9","",1999,"",10023,30006,NA
"May 18 (Tue)","TBA","Away","Duke","Durham, N.C.","W","4-2","4","2","ACC",1999,"",10013,30016,NA
"May 19 (Wed)","1:30 PM","Away","Florida State","Durham, N.C.","L","1-4","1","4","ACC",1999,"",10022,30016,NA
"May 20 (Thu)","10:00 AM","Home","North Carolina","Durham, N.C.","W","6-3","6","3","ACC",1999,"",10014,30016,NA
"May 21 (Fri)","2:30 PM","Away","Clemson","Durham, N.C.","L","6-7","6","7","ACC",1999,"",10009,30016,NA
"Feb 11 (Fri)","5:00 PM","Away","The Citadel","Charleston, S.C.","L","2-7","2","7","",2000,"",10024,30017,NA
"Feb 12 (Sat)","10:00 AM","Away","Old Dominion","Charleston, S.C.","L","5-12","5","12","",2000,"",10025,30017,NA
"Feb 13 (Sun)","10:00 AM","Away","East Carolina","Charleston, S.C.","L","4-5","4","5","",2000,"",10026,30017,NA
"Feb 19 (Sat)","12:00 PM","Away","Elon","Elon College, N.C.","L","4-6","4","6","",2000,"",10004,30002,NA
"Feb 20 (Sun)","1:00 PM","Away","Elon","Elon College, N.C.","L","2-6","2","6","",2000,"",10004,30002,NA
"Mar 2 (Thu)","2:30 PM","Away","Howard","Harmans, Md. (Joe Cannon Stadium)","W","6-2","6","2","",2000,"",10008,30018,NA
"Mar 4 (Sat)","2:00 PM","Home","Marist","College Park, MD","W","4-3","4","3","",2000,"",10027,30015,NA
"Mar 7 (Tue)","2:30 PM","Home","Cleveland St","College Park, MD","L","12-13","12","13","",2000,"",10028,30015,NA
"Mar 8 (Wed)","2:30 PM","Home","Cleveland St","College Park, MD","L","5-10","5","10","",2000,"",10028,30015,NA
"Mar 9 (Thu)","2:30 PM","Away","George Mason","Fairfax, VA","L","4-8","4","8","",2000,"",10029,30019,NA
"Mar 10 (Fri)","3:00 PM","Home","Va Commonwealth","College Park, MD","L","6-9","6","9","",2000,"",10007,30015,NA
"Mar 11 (Sat)","2:00 PM","Away","Va Commonwealth","Richmond, VA","L","2-15","2","15","",2000,"",10007,30011,NA
"Mar 12 (Sun)","1:00 PM","Away","Va Commonwealth","Richmond, VA","W","12-4","12","4","",2000,"",10007,30011,NA
"Mar 14 (Tue)","2:30 PM","Away","George Washington","Washington, D.C.","L","2-3","2","3","",2000,"",10017,30020,NA
"Mar 15 (Wed)","2:30 PM","Home","Coppin State","College Park, MD","W","21-3","21","3","",2000,"",10012,30015,NA
"Mar 17 (Fri)","7:15 PM","Away","Clemson","Clemson, S.C.","L","6-8","6","8","",2000,"",10009,30021,NA
"Mar 18 (Sat)","2:00 PM","Away","Clemson","Clemson, S.C.","L","3-9","3","9","",2000,"",10009,30021,NA
"Mar 21 (Tue)","1:00 PM","Away","Florida A&M","Tallahassee, FL","W","7-6","7","6","",2000,"",10030,30022,NA
"Mar 28 (Tue)","3:00 PM","Away","UMBC","Baltimore, Md.","W","9-8","9","8","",2000,"",10021,30023,NA
"Mar 29 (Wed)","3:00 PM","Away","Richmond","Richmond, VA","W","9-8","9","8","",2000,"",10015,30011,NA
"Mar 30 (Thu)","2:30 PM","Home","Towson","College Park, MD","L","3-5","3","5","",2000,"",10020,30015,NA
"Apr 4 (Tue)","3:00 PM","Away","James Madison","Harrisonburg, VA","W","13-8","13","8","",2000,"",10006,30024,NA
"Apr 5 (Wed)","3:00 PM","Home","Coppin State","College Park, MD","W","16-4","16","4","",2000,"",10012,30015,NA
"Apr 7 (Fri)","3:00 PM","Home","Georgia Tech","College Park, MD","L","3-7","3","7","",2000,"",10011,30015,NA
"Apr 8 (Sat)","2:00 PM","Home","Georgia Tech","College Park, MD","L","8-5","8","5","",2000,"",10011,30015,NA
"Apr 9 (Sun)","1:00 PM","Home","Georgia Tech","College Park, MD","L","3-10","3","10","",2000,"",10011,30015,NA
"Apr 11 (Tue)","3:00 PM","Home","Howard","College Park, MD","W","10-3","10","3","",2000,"",10008,30015,NA
"Apr 12 (Wed)","3:00 PM","Home","George Mason","College Park, MD","W","5-4","5","4","",2000,"",10029,30015,NA
"Apr 14 (Fri)","7:00 PM","Away","North Carolina","Chapel Hill, N.C.","L","2-8","2","8","",2000,"",10014,30025,NA
"Apr 15 (Sat)","7:00 PM","Away","North Carolina","Chapel Hill, N.C.","L","11-13","11","13","",2000,"",10014,30025,NA
"Apr 16 (Sun)","1:30 PM","Away","North Carolina","Chapel Hill, N.C.","L","8-23","8","23","",2000,"",10014,30025,NA
"Apr 19 (Wed)","5:00 PM","Home","UMES","College Park, MD","W","11-0","11","0","",2000,"",10031,30015,NA
"Apr 21 (Fri)","2:00 PM","Away","Wake Forest","Winston-Salem, N.C.","W","4-2","4","2","",2000,"",10023,30026,NA
"Apr 23 (Sun)","1:30 PM","Away","Wake Forest","Winston-Salem, N.C.","W","4-2","4","2","",2000,"",10023,30026,NA
"Apr 26 (Wed)","3:00 PM","Away","Towson","Towson, MD","W","13-6","13","6","",2000,"",10020,30027,NA
"Apr 28 (Fri)","7:00 PM","Home","Virginia","College Park, MD","W","4-2","4","2","",2000,"",10019,30015,NA
"Apr 29 (Sat)","8:00 PM","Home","Virginia","College Park, MD","L","10-13","10","13","",2000,"",10019,30015,NA
"Apr 30 (Sun)","1:00 PM","Home","Virginia","College Park, MD","L","5-9","5","9","",2000,"",10019,30015,NA
"May 2 (Tue)","7:00 PM","Home","Richmond","College Park, MD","W","9-8","9","8","",2000,"",10015,30015,NA
"May 3 (Wed)","3:00 PM","Home","Richmond","College Park, MD","L","2-8","2","8","",2000,"",10015,30015,NA
"May 6 (Sat)","1:00 PM","Home","No Carolina St","College Park, MD","L","4-5","4","5","",2000,"",10016,30015,NA
"May 7 (Sun)","1:00 PM","Home","No Carolina St","College Park, MD","W","13-3","13","3","",2000,"",10016,30015,NA
"May 9 (Tue)","7:00 PM","Home","George Washington","College Park, MD","L","2-4","2","4","",2000,"",10017,30015,NA
"May 11 (Thu)","7:00 PM","Home","Duke","College Park, MD","L","5-8","5","8","",2000,"",10013,30015,NA
"May 12 (Fri)","7:00 PM","Home","Duke","College Park, MD","W","6-3","6","3","",2000,"",10013,30015,NA
"May 13 (Sat)","1:00 PM","Home","Duke","College Park, MD","W","11-3","11","3","",2000,"",10013,30015,NA
"May 16 (Tue)","TBA","Away","Duke","Charlotte, N.C.","L","4-6","4","6","",2000,"",10013,30028,NA
"Feb 9 (Fri)","3:00 PM","Away","No Carolina A&T","Greensboro, N.C.","W","19-18","19","18","",2001,"",10032,30029,NA
"Feb 10 (Sat)","12:00 PM","Away","Elon","Elon College, N.C.","L","6-12","6","12","",2001,"",10004,30002,NA
"Feb 10 (Sat)","3:00 PM","Away","Elon","Elon College, N.C.","L","2-8","2","8","",2001,"",10004,30002,NA
"Feb 11 (Sun)","1:00 PM","Away","Elon","Elon College, N.C.","L","2-11","2","11","",2001,"",10004,30002,NA
"Feb 16 (Fri)","5:00 PM","Away","The Citadel","Charleston, S.C.","L","4-5","4","5","",2001,"",10024,30017,NA
"Feb 17 (Sat)","10:00 AM","Away","George Mason","Charleston, S.C.","W","5-1","5","1","",2001,"",10029,30017,NA
"Feb 18 (Sun)","10:00 AM","Away","West Virginia","Charleston, S.C.","W","5-2","5","2","",2001,"",10033,30017,NA
"Mar 7 (Wed)","2:30 PM","Home","Georgetown","College Park, MD","L","7-8","7","8","",2001,"",10034,30015,NA
"Mar 9 (Fri)","4:00 PM","Away","Va Commonwealth","Richmond, VA","L","1-4","1","4","",2001,"",10007,30011,NA
"Mar 10 (Sat)","2:00 PM","Home","Va Commonwealth","College Park, MD","L","5-7","5","7","",2001,"",10007,30015,NA
"Mar 11 (Sun)","1:00 PM","Away","Va Commonwealth","College Park, MD","L","7-9","7","9","",2001,"",10007,30015,NA
"Mar 13 (Tue)","3:00 PM","Away","James Madison","Harrisonburg, VA","L","3-10","3","10","",2001,"",10006,30024,NA
"Mar 14 (Wed)","2:30 PM","Away","Coppin State","College Park, MD","W","16-1","16","1","",2001,"",10012,30015,NA
"Mar 16 (Fri)","3:00 PM","Home","Clemson","College Park, MD","L","6-8","6","8","",2001,"",10009,30015,NA
"Mar 17 (Sat)","1:00 PM","Home","Clemson","College Park, MD","L","6-9","6","9","",2001,"",10009,30015,NA
"Mar 23 (Fri)","7:00 PM","Away","Georgia Tech","Atlanta, Ga.","L","1-15","1","15","",2001,"",10011,30030,NA
"Mar 24 (Sat)","1:30 PM","Away","Georgia Tech","Atlanta, Ga.","L","1-8","1","8","",2001,"",10011,30030,NA
"Mar 25 (Sun)","1:30 PM","Away","Georgia Tech","Atlanta, Ga.","L","9-11","9","11","",2001,"",10011,30030,NA
"Mar 27 (Tue)","3:00 PM","Away","Towson","Towson, MD","L","3-7","3","7","",2001,"",10020,30027,NA
"Mar 28 (Wed)","3:00 PM","Away","George Washington","Washington, D.C.","W","11-9","11","9","",2001,"",10017,30020,NA
"Mar 30 (Fri)","7:00 PM","Away","Duke","Durham, N.C.","L","7-11","7","11","",2001,"",10013,30016,NA
"Apr 3 (Tue)","3:00 PM","Away","Maryland Baltimore County","Baltimore, Md.","W","14-6","14","6","",2001,"",10035,30023,NA
"Apr 6 (Fri)","3:00 PM","Home","North Carolina","College Park, MD","W","12-7","12","7","",2001,"",10014,30015,NA
"Apr 7 (Sat)","1:00 PM","Home","North Carolina","College Park, MD","W","15-12","15","12","",2001,"",10014,30015,NA
"Apr 8 (Sun)","1:00 PM","Home","North Carolina","College Park, MD","L","9-16","9","16","",2001,"",10014,30015,NA
"Apr 9 (Mon)","7:00 PM","Away","Kansas St","Manhattan, Kan.","L","8-11","8","11","",2001,"",10036,30031,NA
"Apr 10 (Tue)","1:00 PM","Away","Kansas St","Manhattan, Kan.","L","8-10","8","10","",2001,"",10036,30031,NA
"Apr 13 (Fri)","7:00 PM","Away","No Carolina St","Raleigh, N.C.","L","1-5","1","5","",2001,"",10016,30032,NA
"Apr 14 (Sat)","7:00 PM","Away","No Carolina St","Raleigh, N.C.","W","7-5","7","5","",2001,"",10016,30032,NA
"Apr 15 (Sun)","1:30 PM","Away","No Carolina St","Raleigh, N.C.","L","7-15","7","15","",2001,"",10016,30032,NA
"Apr 17 (Tue)","7:00 PM","Home","Mount St. Mary's","College Park, MD","L","2-9","2","9","",2001,"",10037,30015,NA
"Apr 18 (Wed)","4:00 PM","Away","Maryland-Eastern Shore","College Park, MD","W","15-3","15","3","",2001,"",10018,30015,NA
"Apr 18 (Wed)","6:30 PM","Away","Maryland-Eastern Shore","College Park, MD","W","12-3","12","3","",2001,"",10018,30015,NA
"Apr 20 (Fri)","3:00 PM","Home","Virginia","Charlottesville, Va.","L","1-6","1","6","",2001,"",10019,30033,NA
"Apr 21 (Sat)","12:00 PM","Home","Virginia","Charlottesville, Va.","L","7-15","7","15","",2001,"",10019,30033,NA
"Apr 22 (Sun)","1:00 PM","Home","Virginia","Charlottesville, Va.","L","6-9","6","9","",2001,"",10019,30033,NA
"Apr 25 (Wed)","7:00 PM","Away","James Madison","College Park, MD","L","7-8","7","8","",2001,"",10006,30015,NA
"Apr 27 (Fri)","7:00 PM","Home","Wake Forest","College Park, MD","L","3-20","3","20","",2001,"",10023,30015,NA
"Apr 28 (Sat)","7:00 PM","Home","Wake Forest","College Park, MD","W","9-4","9","4","",2001,"",10023,30015,NA
"Apr 29 (Sun)","1:00 PM","Home","Wake Forest","College Park, MD","L","2-9","2","9","",2001,"",10023,30015,NA
"May 1 (Tue)","7:00 PM","Away","Maryland Baltimore County","College Park, MD","W","12-10","12","10","",2001,"",10035,30015,NA
"May 2 (Wed)","7:00 PM","Away","Towson","College Park, MD","L","6-7","6","7","",2001,"",10020,30015,NA
"May 4 (Fri)","7:00 PM","Home","Florida State","College Park, MD","L","1-8","1","8","",2001,"",10022,30015,NA
"May 5 (Sat)","7:00 PM","Home","Florida State","College Park, MD","L","5-11","5","11","",2001,"",10022,30015,NA
"May 6 (Sun)","1:00 PM","Home","Florida State","College Park, MD","L","1-13","1","13","",2001,"",10022,30015,NA
"May 9 (Wed)","7:00 PM","Away","George Washington","College Park, MD","W","11-8","11","8","",2001,"",10017,30015,NA
"May 10 (Thu)","2:30 PM","Home","Richmond","College Park, MD","L","6-13","6","13","",2001,"",10015,30015,NA
"May 11 (Fri)","3:00 PM","Away","Richmond","Richmond, VA","L","3-9","3","9","",2001,"",10015,30011,NA
"May 12 (Sat)","1:00 PM","Away","Richmond","Richmond, VA","W","5-2","5","2","",2001,"",10015,30011,NA
"May 15 (Tue)","7:30 PM","Away","NC State","Fort Mill, S.C.","L","5-11","5","11","ACC",2001,"",10038,30034,NA
"Feb 15 (Fri)","10:00 AM","Away","James Madison","Charleston, S.C.","L","3-10","3","10","",2002,"",10006,30017,NA
"Feb 16 (Sat)","5:00 PM","Away","The Citadel","Charleston, S.C.","W","8-6","8","6","",2002,"",10024,30017,NA
"Feb 17 (Sun)","10:00 AM","Away","James Madison","Charleston, S.C.","W","10-6","10","6","",2002,"",10006,30017,NA
"Feb 22 (Fri)","1:00 PM","Away","LeMoyne","Charleston, S.C.","L","7-16","7","16","",2002,"",10039,30017,NA
"Feb 23 (Sat)","5:00 PM","Away","Charleston","Charleston, S.C.","W","13-2","13","2","",2002,"",10040,30017,NA
"Feb 24 (Sun)","10:00 AM","Away","Marshall","Charleston, S.C.","W","10-3","10","3","",2002,"",10041,30017,NA
"Mar 1 (Fri)","2:00 PM","Home","Pace","College Park, MD","W","5-3","5","3","",2002,"",10042,30015,NA
"Mar 2 (Sat)","1:00 PM","Home","Pace","College Park, MD","W","9-6","9","6","",2002,"",10042,30015,NA
"Mar 5 (Tue)","2:30 PM","Home","UMES","College Park, MD","W","22-1","22","1","",2002,"",10031,30015,NA
"Mar 6 (Wed)","2:30 PM","Away","Towson","Towson, MD","W","12-11","12","11","",2002,"",10020,30027,NA
"Mar 8 (Fri)","2:00 PM","Home","Vermont","College Park, MD","W","23-6","23","6","",2002,"",10043,30015,NA
"Mar 9 (Sat)","1:00 PM","Home","Vermont","College Park, MD","W","11-4","11","4","",2002,"",10043,30015,NA
"Mar 10 (Sun)","12:00 PM","Home","Vermont","College Park, MD","W","9-3","9","3","",2002,"",10043,30015,NA
"Mar 12 (Tue)","3:00 PM","Home","Georgetown","College Park, MD","W","8-1","8","1","",2002,"",10034,30015,NA
"Mar 15 (Fri)","3:00 PM","Away","North Carolina","Chapel Hill, N.C.","L","3-4","3","4","",2002,"",10014,30025,NA
"Mar 16 (Sat)","1:00 PM","Away","North Carolina","Chapel Hill, N.C.","L","2-8","2","8","",2002,"",10014,30025,NA
"Mar 17 (Sun)","2:00 PM","Away","North Carolina","Chapel Hill, N.C.","L","8-20","8","20","",2002,"",10014,30025,NA
"Mar 19 (Tue)","3:00 PM","Home","St Josephs Pa","College Park, MD","W","6-4","6","4","",2002,"",10044,30015,NA
"Mar 21 (Thu)","3:00 PM","Home","UMBC","College Park, MD","W","10-4","10","4","",2002,"",10021,30015,NA
"Mar 22 (Fri)","3:00 PM","Home","Brown","College Park, MD","W","9-1","9","1","",2002,"",10045,30015,NA
"Mar 27 (Wed)","3:00 PM","Home","George Mason","College Park, MD","L","6-8","6","8","",2002,"",10029,30015,NA
"Mar 29 (Fri)","7:15 PM","Away","Clemson","Clemson, S.C.","L","6-13","6","13","",2002,"",10009,30021,NA
"Mar 30 (Sat)","TBA","Away","Clemson","Clemson, S.C.","L","7-16","7","16","",2002,"",10009,30021,NA
"Mar 31 (Sun)","4:00 PM","Away","Clemson","Clemson, S.C.","L","2-7","2","7","",2002,"",10009,30021,NA
"Apr 2 (Tue)","7:00 PM","Away","William & Mary","Williamsburg, Va.","W","14-3","14","3","",2002,"",10046,30035,NA
"Apr 3 (Wed)","5:00 PM","Home","Temple","College Park, MD","W","8-4","8","4","",2002,"",10047,30015,NA
"Apr 6 (Sat)","1:00 PM","Home","Virginia","College Park, MD","W","10-3","10","3","",2002,"",10019,30015,NA
"Apr 7 (Sun)","1:00 PM","Home","Virginia","College Park, MD","L","7-8","7","8","",2002,"",10019,30015,NA
"Apr 9 (Tue)","3:00 PM","Away","George Mason","Fairfax, VA","L","1-2","1","2","",2002,"",10029,30019,NA
"Apr 10 (Wed)","5:00 PM","Home","Navy","College Park, MD","W","5-4","5","4","",2002,"",10048,30015,NA
"Apr 12 (Fri)","7:00 PM","Home","Georgia Tech","College Park, MD","L","6-9","6","9","",2002,"",10011,30015,NA
"Apr 13 (Sat)","7:00 PM","Home","Georgia Tech","College Park, MD","W","9-8","9","8","",2002,"",10011,30015,NA
"Apr 16 (Tue)","7:00 PM","Home","Penn State","College Park, MD","W","10-7","10","7","",2002,"",10049,30015,NA
"Apr 17 (Wed)","3:00 PM","Away","Navy","Annapolis, Md.","W","8-4","8","4","",2002,"",10048,30036,NA
"Apr 19 (Fri)","3:00 PM","Away","Wake Forest","Winston-Salem, N.C.","L","0-19","0","19","",2002,"",10023,30026,NA
"Apr 20 (Sat)","1:30 PM","Away","Wake Forest","Winston-Salem, N.C.","L","6-18","6","18","",2002,"",10023,30026,NA
"Apr 21 (Sun)","1:30 PM","Away","Wake Forest","Winston-Salem, N.C.","L","7-15","7","15","",2002,"",10023,30026,NA
"Apr 23 (Tue)","7:00 PM","Home","Towson","College Park, MD","W","12-4","12","4","",2002,"",10020,30015,NA
"Apr 24 (Wed)","4:00 PM","Home","Coppin State","College Park, MD","W","4-2","4","2","",2002,"",10012,30015,NA
"Apr 26 (Fri)","7:00 PM","Home","Duke","College Park, MD","W","6-3","6","3","",2002,"",10013,30015,NA
"Apr 27 (Sat)","7:00 PM","Home","Duke","College Park, MD","L","8-19","8","19","",2002,"",10013,30015,NA
"Apr 28 (Sun)","1:00 PM","Home","Duke","College Park, MD","L","8-10","8","10","",2002,"",10013,30015,NA
"Apr 30 (Tue)","7:00 PM","Away","Georgetown","Washington, D.C.","W","12-2","12","2","",2002,"",10034,30020,NA
"May 1 (Wed)","3:00 PM","Away","UMBC","Baltimore, Md.","W","18-2","18","2","",2002,"",10021,30023,NA
"May 2 (Thu)","7:00 PM","Home","No Carolina St","College Park, MD","W","16-12","16","12","",2002,"",10016,30015,NA
"May 3 (Fri)","7:00 PM","Home","No Carolina St","College Park, MD","W","7-6","7","6","",2002,"",10016,30015,NA
"May 4 (Sat)","1:00 PM","Home","No Carolina St","College Park, MD","W","7-0","7","0","",2002,"",10016,30015,NA
"May 7 (Tue)","4:00 PM","Home","Coppin State","College Park, MD","W","26-4","26","4","",2002,"",10012,30015,NA
"May 10 (Fri)","7:00 PM","Away","Florida State","Tallahassee, FL","L","0-4","0","4","",2002,"",10022,30022,NA
"May 11 (Sat)","7:00 PM","Away","Florida State","Tallahassee, FL","L","8-10","8","10","",2002,"",10022,30022,NA
"May 12 (Sun)","1:30 PM","Away","Florida State","Tallahassee, FL","L","5-6","5","6","",2002,"",10022,30022,NA
"May 14 (Tue)","7:00 PM","Home","William & Mary","College Park, MD","W","10-8","10","8","",2002,"",10046,30015,NA
"May 21 (Tue)","7:30 PM","Away","Duke","St. Petersburg, Fla.","L","9-10","9","10","ACC",2002,"",10013,30037,NA
"Feb 14 (Fri)","2:00 PM","Home","Kentucky","DeLand, FL","L","4-6","4","6","",2003,"",10050,30038,NA
"Feb 15 (Sat)","1:00 PM","Home","Stetson","DeLand, FL","W","7-3","7","3","",2003,"",10051,30038,NA
"Feb 16 (Sun)","11:00 AM","Home","George Washington","DeLand, FL","L","3-11","3","11","",2003,"",10017,30038,NA
"Mar 1 (Sat)","12:00 PM","Home","Binghamton","Norfolk, Va.","L","6-8","6","8","",2003,"",10052,30039,NA
"Mar 1 (Sat)","3:05 PM","Home","Binghamton","Norfolk, Va.","L","2-4","2","4","",2003,"",10052,30039,NA
"Mar 2 (Sun)","9:00 AM","Home","Binghamton","Norfolk, Va.","W","8-0","8","0","",2003,"",10052,30039,NA
"Mar 4 (Tue)","4:00 PM","Home","UMBC","College Park, MD","W","10-8","10","8","",2003,"",10021,30015,NA
"Mar 5 (Wed)","4:00 PM","Away","Va Commonwealth","Richmond, VA","L","5-16","5","16","",2003,"",10007,30011,NA
"Mar 7 (Fri)","6:00 PM","Home","Marist","College Park, MD","L","3-8","3","8","",2003,"",10027,30015,NA
"Mar 8 (Sat)","1:00 PM","Home","Marist","College Park, MD","L","7-9","7","9","",2003,"",10027,30015,NA
"Mar 9 (Sun)","1:00 PM","Home","Marist","College Park, MD","W","11-8","11","8","",2003,"",10027,30015,NA
"Mar 11 (Tue)","4:00 PM","Home","Towson","College Park, MD","W","7-5","7","5","",2003,"",10020,30015,NA
"Mar 12 (Wed)","4:00 PM","Home","Va Commonwealth","College Park, MD","L","3-8","3","8","",2003,"",10007,30015,NA
"Mar 14 (Fri)","7:00 PM","Home","Wake Forest","College Park, MD","L","4-5","4","5","",2003,"",10023,30015,NA
"Mar 15 (Sat)","1:00 PM","Home","Wake Forest","College Park, MD","L","2-12","2","12","",2003,"",10023,30015,NA
"Mar 16 (Sun)","1:00 PM","Home","Wake Forest","College Park, MD","L","10-14","10","14","",2003,"",10023,30015,NA
"Mar 18 (Tue)","2:30 PM","Away","James Madison","Harrisonburg, VA","L","7-9","7","9","",2003,"",10006,30024,NA
"Mar 21 (Fri)","4:00 PM","Away","Georgia Tech","Atlanta, Ga.","L","7-13","7","13","",2003,"",10011,30030,NA
"Mar 22 (Sat)","1:30 PM","Away","Georgia Tech","Atlanta, Ga.","L","4-12","4","12","",2003,"",10011,30030,NA
"Mar 23 (Sun)","1:30 PM","Away","Georgia Tech","Atlanta, Ga.","L","6-20","6","20","",2003,"",10011,30030,NA
"Mar 25 (Tue)","7:00 PM","Home","Navy","College Park, MD","W","6-5","6","5","",2003,"",10048,30015,NA
"Mar 28 (Fri)","7:00 PM","Away","Virginia","Charlottesville, Va.","L","0-6","0","6","",2003,"",10019,30033,NA
"Mar 29 (Sat)","7:00 PM","Away","Virginia","Charlottesville, Va.","L","2-4","2","4","",2003,"",10019,30033,NA
"Apr 1 (Tue)","5:00 PM","Home","West Virginia","College Park, MD","W","4-0","4","0","",2003,"",10033,30015,NA
"Apr 2 (Wed)","7:00 PM","Away","William & Mary","Williamsburg, Va.","W","10-3","10","3","",2003,"",10046,30035,NA
"Apr 4 (Fri)","7:00 PM","Home","New York Tech","College Park, MD","W","4-2","4","2","",2003,"",10053,30015,NA
"Apr 5 (Sat)","1:00 PM","Home","New York Tech","College Park, MD","W","11-0","11","0","",2003,"",10053,30015,NA
